ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-01-01,80.60997145833333,-28.660974002267388,218.5799708700707,80.60997145833333,80.60997145833333,1.662432,1.662432,1.662432,0.11052979052891021,0.11052979052891021,0.11052979052891021,-0.09793030429537183,-0.09793030429537183,-0.09793030429537183,-1.4539719051757178,-1.4539719051757178,-1.4539719051757178,0.0,0.0,0.0,89.51977471816434
2016-01-02,80.48854107910958,-18.98448330858283,212.71007461439513,80.48854107910958,80.48854107910958,1.662432,1.662432,1.662432,0.15903627286847,0.15903627286847,0.15903627286847,-0.05109230939074945,-0.05109230939074945,-0.05109230939074945,-1.4523034177407803,-1.4523034177407803,-1.4523034177407803,0.0,0.0,0.0,93.2891386609519
2016-01-03,80.36711069988586,-21.418555439903873,221.92957797505215,80.36711069988586,80.36711069988586,1.662432,1.662432,1.662432,0.23268210753335183,0.23268210753335183,0.23268210753335183,0.02016001531505444,0.02016001531505444,0.02016001531505444,-1.4499099077817024,-1.4499099077817024,-1.4499099077817024,0.0,0.0,0.0,99.06709939390149
2016-01-04,80.2456803206621,-21.537748283342292,213.4599822007228,80.2456803206621,80.2456803206621,1.662432,1.662432,1.662432,0.17352754037613116,0.17352754037613116,0.17352754037613116,-0.04219493260456531,-0.04219493260456531,-0.04219493260456531,-1.4467095270193033,-1.4467095270193033,-1.4467095270193033,0.0,0.0,0.0,94.1705158525159
2016-01-05,80.12424994143835,-22.06842043314877,214.9559739319211,80.12424994143835,80.12424994143835,1.662432,1.662432,1.662432,0.17365663633123973,0.17365663633123973,0.17365663633123973,-0.04615278714176878,-0.04615278714176878,-0.04615278714176878,-1.4426225765269916,-1.4426225765269916,-1.4426225765269916,0.0,0.0,0.0,94.03835767483207
2016-01-06,80.00281956221461,-9.695286861114937,225.03161456007555,80.00281956221461,80.00281956221461,1.662432,1.662432,1.662432,0.33139778166626566,0.33139778166626566,0.33139778166626566,0.1065403181174612,0.1065403181174612,0.1065403181174612,-1.4375745364511954,-1.4375745364511954,-1.4375745364511954,0.0,0.0,0.0,106.51557649217905
2016-01-07,79.88138918299087,-9.73362226143407,232.45344063216533,79.88138918299087,79.88138918299087,1.662432,1.662432,1.662432,0.3416028462590177,0.3416028462590177,0.3416028462590177,0.110670000000006,0.110670000000006,0.110670000000006,-1.4314991537409882,-1.4314991537409882,-1.4314991537409882,0.0,0.0,0.0,107.16909909102486
2016-01-08,79.75995880376713,-27.418561579523207,204.68001957234813,79.75995880376713,79.75995880376713,1.662432,1.662432,1.662432,0.1401602027728397,0.1401602027728397,0.1401602027728397,-0.0979303042954584,-0.0979303042954584,-0.0979303042954584,-1.4243414929317018,-1.4243414929317018,-1.4243414929317018,0.0,0.0,0.0,90.93913080285648
2016-01-09,79.63852842454338,-22.70070626283049,212.47144195348238,79.63852842454338,79.63852842454338,1.662432,1.662432,1.662432,0.1952788393115239,0.1952788393115239,0.1952788393115239,-0.05109230939121255,-0.05109230939121255,-0.05109230939121255,-1.4160608512972634,-1.4160608512972634,-1.4160608512972634,0.0,0.0,0.0,95.19024781976601
2016-01-10,79.51709805277416,-22.014331629385598,228.34082749667581,79.51709805277416,79.51709805277416,1.662432,1.662432,1.662432,0.27595857646340805,0.27595857646340805,0.27595857646340805,0.0201600153149957,0.0201600153149957,0.0201600153149957,-1.4066334388515875,-1.4066334388515875,-1.4066334388515875,0.0,0.0,0.0,101.46052323591896
2016-01-11,79.39566768100492,-32.30875998145696,218.17060735471816,79.39566768100492,79.39566768100492,1.662432,1.662432,1.662432,0.22418234151624383,0.22418234151624383,0.22418234151624383,-0.04219493260466508,-0.04219493260466508,-0.04219493260466508,-1.3960547258790907,-1.3960547258790907,-1.3960547258790907,0.0,0.0,0.0,97.19477436797817
2016-01-12,79.27423730923569,-29.102796021878966,215.77192547793103,79.27423730923569,79.27423730923569,1.662432,1.662432,1.662432,0.23193784690688357,0.23193784690688357,0.23193784690688357,-0.04615278714165573,-0.04615278714165573,-0.04615278714165573,-1.3843413659514607,-1.3843413659514607,-1.3843413659514607,0.0,0.0,0.0,97.66093322592515
2016-01-13,79.15280693746647,-11.254851834355787,234.8150774874621,79.15280693746647,79.15280693746647,1.662432,1.662432,1.662432,0.3974397074159648,0.3974397074159648,0.3974397074159648,0.1065403181175362,0.1065403181175362,0.1065403181175362,-1.3715326107015713,-1.3715326107015713,-1.3715326107015713,0.0,0.0,0.0,110.61127536784548
